model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,6,0.4521928209337023,0.4633626937866211
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,7,0.4637485725569756,0.4776337146759033
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,8,0.4980666018011116,0.5150813460350037
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,9,0.5431007528554649,0.5611051321029663
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,10,0.5878298059734156,0.6057974696159363
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,11,0.5784751408738669,0.5945500135421753
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,12,0.5794982707011862,0.5921810865402222
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,0,0.4278304808306914,0.42663297057151794
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,1,0.4483736588724631,0.4481091797351837
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,2,0.43925867811234404,0.4384360611438751
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,3,0.42690012913711284,0.4230802655220032
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,4,0.47528656183817813,0.47142452001571655
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,5,0.514521318841239,0.5099305510520935
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,6,0.5494662702558968,0.5454935431480408
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,7,0.5643956406893028,0.5597527623176575
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,8,0.6036259371937107,0.5988906621932983
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,9,0.6539955892212592,0.6494517922401428
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,10,0.7042558609445879,0.7005082964897156
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,11,0.7540377633849915,0.7515754103660583
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,F_ind,EucF_ind,12,0.7470555420999956,0.7453321218490601
