model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,11,0.6176857439426946,0.6446794867515564
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,12,0.8444272352146402,0.8410163521766663
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,0,0.49307445256468085,0.6385668516159058
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,1,0.44863454327824265,0.5757878422737122
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,2,0.4079415857611545,0.5058690309524536
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,3,0.40728348856017743,0.5022639036178589
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,4,0.38743376545633934,0.46423229575157166
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,5,0.400261992791204,0.4980756640434265
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,6,0.386857503084675,0.48019230365753174
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,7,0.38731816603744595,0.49109119176864624
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,8,0.4020914957376479,0.5126205086708069
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_inf,IcmF_inf,9,0.3963036444481941,0.5077865123748779
